URL,画像URL,名前,タンパク質,脂質,炭水化物,食物繊維,カリウム,カルシウム,鉄,亜鉛,ビタミンA,ビタミンB1,ビタミンB2,ビタミンC,ビタミンD,ビタミンE,Unnamed: 16
https://www.kurashiru.com/recipes/7e562e9d-c63b-4086-af60-50cd7d3db549,https://video.kurashiru.com/production/videos/7e562e9d-c63b-4086-af60-50cd7d3db549/compressed_thumbnail_square_large.jpg?1675220511,ピリ辛麻婆豆腐,0.078711624,0.138720497,0.047199645,0.009692103,0.00173913,0.000549814,1.19228e-05,9.8394e-06,2.53e-08,2.021e-06,8.034e-07,9.441e-06,7e-10,9.9255e-06,5.4
https://www.kurashiru.com/recipes/0da34803-80e6-4e2e-87be-ad4733688342,https://video.kurashiru.com/production/videos/0da34803-80e6-4e2e-87be-ad4733688342/compressed_thumbnail_square_large.jpg?1658200845,サクサク！基本のとんかつ,0.126109629,0.106735081,0.096197559,0.00711302,0.00208736,0.000284541,7.9478e-06,1.14699e-05,5.378e-07,3.5422e-06,1.6236e-06,7.88834e-05,8.6e-09,4.4123e-06,3.632
https://www.kurashiru.com/recipes/a629e26d-9e9b-4667-834a-721baabb0a44,https://video.kurashiru.com/production/videos/a629e26d-9e9b-4667-834a-721baabb0a44/compressed_thumbnail_square_large.jpg?1639367889,簡単 サクサクとんかつ,0.134806019,0.118611533,0.050300455,0.006047041,0.002141477,0.000262891,7.107e-06,1.22547e-05,5.959e-07,3.8808e-06,1.761e-06,8.82398e-05,9.6e-09,4.2393e-06,2.7185
https://www.kurashiru.com/recipes/6c656bdf-d8c9-427a-b669-f6e1d9f81fcd,https://video.kurashiru.com/production/videos/6c656bdf-d8c9-427a-b669-f6e1d9f81fcd/compressed_thumbnail_square_large.jpg?1639732878,基本のロールキャベツ,0.026916027,0.031640093,0.028915777,0.003246164,0.000729653,7.77543e-05,2.4779e-06,3.7236e-06,1.098e-07,8.384e-07,4.214e-07,4.247e-05,2e-09,1.8479e-06,4.7982
https://www.kurashiru.com/recipes/a0d4c6c1-65c9-4b43-9359-1f12b98e1cab,https://video.kurashiru.com/production/videos/a0d4c6c1-65c9-4b43-9359-1f12b98e1cab/compressed_thumbnail_square_large.jpg?1704783377,とっても簡単！逆ロールキャベツ,0.069777589,0.101765105,0.063934957,0.010161529,0.002351449,0.000132483,4.0048e-06,6.3016e-06,2.695e-07,2.159e-06,6.629e-07,9.20746e-05,2e-10,1.23687e-05,1.69
https://www.kurashiru.com/recipes/b17c2d4c-2372-4859-b2a0-1675c6e8a375,https://video.kurashiru.com/production/videos/b17c2d4c-2372-4859-b2a0-1675c6e8a375/compressed_thumbnail_square_large.jpg?1639367889,出汁香る！あったかロールキャベツ,0.088328218,0.065407108,0.053854604,0.007579429,0.00216615,0.000173212,9.5652e-06,1.1554e-06,4.49e-08,1.684e-06,1.0543e-06,9.00862e-05,1.3e-09,2.31e-07,3.673
https://www.kurashiru.com/recipes/6c3a51e9-dfe4-4267-b87c-ca195ed2a04b,https://video.kurashiru.com/production/videos/6c3a51e9-dfe4-4267-b87c-ca195ed2a04b/compressed_thumbnail_square_large.jpg?1705632352,ふわふわ卵入り豚キムチ,0.093083426,0.308124583,0.020278087,0.006652948,0.002281513,0.000299088,7.8098e-06,0.0001007575,3.809e-07,2.7816e-06,1.3617e-06,3.85095e-05,7.9e-09,1.83404e-05,6.184
https://www.kurashiru.com/recipes/e7f3dfab-9d8d-4a31-8fe5-5244d731d6f6,https://video.kurashiru.com/production/videos/e7f3dfab-9d8d-4a31-8fe5-5244d731d6f6/compressed_thumbnail_square_large.jpg?1639367889,スタミナつけて！豚キムチ丼,0.068404211,0.112392982,0.089439298,0.003898947,0.001705396,0.00022254,6.1628e-06,9.9642e-06,3.916e-07,2.3027e-06,1.3641e-06,2.38596e-05,7e-09,9.8316e-06,7.224
https://www.kurashiru.com/recipes/2cc062ea-3327-4297-9e54-32dd18040ced,https://video.kurashiru.com/production/videos/2cc062ea-3327-4297-9e54-32dd18040ced/compressed_thumbnail_square_large.jpg?1692934481,どんぶりの定番 基本のカツ丼,0.100460151,0.084481797,0.104069859,0.003029518,0.001447773,0.000166815,5.8311e-06,9.7865e-06,5.05e-07,2.1512e-06,1.4315e-06,9.3736e-06,9.2e-09,3.181e-06,4.488
https://www.kurashiru.com/recipes/f586c5f8-c6af-4ab7-a489-d1ae71d22a83,https://video.kurashiru.com/production/videos/f586c5f8-c6af-4ab7-a489-d1ae71d22a83/compressed_thumbnail_square_large.jpg?1639367889,お惣菜トンカツでパパッと簡単！カツ丼,0.059655114,0.09012844,0.128415902,0.005363914,0.00141473,0.00012792,4.3011e-06,7.2671e-06,2.427e-07,1.9368e-06,8.226e-07,1.52837e-05,5.5e-09,9.3289e-06,5.3018
